ID,date,zipcode,lat,long,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,sqft_living15,sqft_lot15,price
361,20140911T000000,98053,47.6426,-121.955,,3.75,,24740.0,2.0,0.0,0.0,3.0,11.0,5400.0,,1997.0,0.0,1690.0,20000.0,1210000.0
303,20140825T000000,98133,47.7298,-122.355,3.0,,1130.0,7200.0,1.5,0.0,0.0,4.0,6.0,,0.0,1942.0,0.0,1350.0,1358.0,316000.0
46,20141015T000000,98052,47.6919,-122.115,5.0,2.5,,8050.0,1.0,0.0,0.0,3.0,8.0,1520.0,1100.0,1975.0,0.0,2030.0,7676.0,550120.0
538,20140520T000000,98168,47.4909,-122.298,,1.0,950.0,,1.0,0.0,0.0,3.0,6.0,950.0,0.0,1926.0,,,8221.0,192500.0
561,20150428T000000,98008,47.6366,-122.118,4.0,1.0,,8250.0,1.0,0.0,0.0,3.0,,1650.0,0.0,1966.0,0.0,2240.0,9776.0,517000.0
710,20150504T000000,98136,47.557,-122.395,2.0,1.0,790.0,5120.0,1.0,0.0,0.0,3.0,6.0,790.0,0.0,1950.0,0.0,1250.0,5120.0,375000.0
755,20140703T000000,98059,47.5066,-122.148,4.0,3.5,,,2.0,0.0,0.0,,11.0,4370.0,,,,3560.0,8070.0,1025000.0
658,20141008T000000,98103,47.6875,-122.339,,2.5,1170.0,809.0,2.0,0.0,0.0,,9.0,1170.0,0.0,2007.0,,1170.0,1121.0,482500.0
1258,20140818T000000,98042,47.3329,-122.091,2.0,,1180.0,55321.0,1.0,0.0,0.0,3.0,8.0,1180.0,,1941.0,2004.0,1480.0,,311000.0
764,20141031T000000,98045,47.4996,-121.778,3.0,1.75,1300.0,,1.0,0.0,0.0,4.0,6.0,1300.0,,1943.0,,1300.0,11596.0,380000.0
608,20141105T000000,98144,47.5879,-122.299,3.0,1.5,1310.0,2996.0,2.0,0.0,0.0,3.0,7.0,1310.0,0.0,1998.0,0.0,1310.0,2997.0,398000.0
1505,20150313T000000,98146,47.5006,-122.351,4.0,1.0,1460.0,18599.0,1.5,0.0,0.0,3.0,5.0,1460.0,,1940.0,0.0,1320.0,,135000.0
1213,20141125T000000,98199,47.6539,-122.395,4.0,1.75,2700.0,6000.0,1.0,,,4.0,8.0,1450.0,,1953.0,0.0,2080.0,6000.0,725000.0
18,20140721T000000,98007,47.6181,-122.138,3.0,2.5,1530.0,3296.0,2.0,0.0,0.0,3.0,8.0,1530.0,0.0,1998.0,0.0,1530.0,4099.0,570000.0
218,20150319T000000,98146,47.5106,-122.365,3.0,,2190.0,19800.0,1.0,0.0,0.0,3.0,7.0,2190.0,0.0,1994.0,0.0,1640.0,9719.0,464950.0
1568,20150424T000000,98058,47.438,-122.179,3.0,2.0,1230.0,,1.0,0.0,0.0,3.0,,1230.0,0.0,2010.0,0.0,1440.0,4066.0,295000.0
824,20140716T000000,98056,47.5118,-122.188,,1.0,990.0,10556.0,2.0,0.0,0.0,,7.0,990.0,0.0,,0.0,1350.0,,250000.0
1528,20150414T000000,98075,47.5814,-122.081,1.0,1.25,1810.0,5070.0,1.5,1.0,4.0,4.0,,,580.0,1967.0,,2280.0,,1247000.0
1062,20141006T000000,98074,47.6027,-122.043,3.0,2.5,,,2.0,0.0,0.0,,9.0,3190.0,0.0,,0.0,3240.0,53143.0,760750.0
966,20150406T000000,98056,47.5121,-122.17,3.0,1.0,1020.0,13504.0,1.0,0.0,0.0,5.0,7.0,1020.0,0.0,1959.0,0.0,1110.0,11158.0,322500.0
1003,20140923T000000,98117,47.6885,-122.376,4.0,,,3440.0,1.5,0.0,0.0,4.0,7.0,1480.0,,,0.0,1520.0,5080.0,542000.0
541,20141124T000000,98177,47.7639,-122.363,3.0,2.0,1490.0,8847.0,1.0,0.0,0.0,4.0,,,0.0,1967.0,0.0,1640.0,,335000.0
960,20140717T000000,98056,47.5017,-122.174,3.0,1.5,,6132.0,1.0,0.0,2.0,4.0,7.0,1090.0,520.0,1959.0,0.0,1650.0,6132.0,238000.0
556,20141015T000000,98008,47.6334,-122.12,,1.75,1220.0,7370.0,1.0,0.0,0.0,,,1220.0,0.0,1964.0,0.0,1580.0,8213.0,500000.0
224,20140611T000000,98106,47.5138,-122.364,,1.0,620.0,8261.0,1.0,0.0,0.0,3.0,5.0,,0.0,1939.0,,1180.0,8244.0,148000.0
690,20150331T000000,98002,47.346,-122.218,2.0,2.25,1061.0,2884.0,2.0,0.0,0.0,3.0,7.0,1061.0,0.0,2013.0,0.0,1481.0,,223990.0
1226,20141231T000000,98198,47.383,-122.305,3.0,2.5,1990.0,9995.0,2.0,,0.0,,7.0,1990.0,,1996.0,0.0,1680.0,,330000.0
1047,20140827T000000,98107,47.6705,-122.39,3.0,,1250.0,1306.0,3.0,0.0,0.0,3.0,7.0,,0.0,2001.0,,1320.0,1250.0,418000.0
686,20141015T000000,98002,47.3451,-122.209,3.0,2.5,1852.0,,,,0.0,3.0,7.0,,0.0,,0.0,2475.0,4000.0,298900.0
752,20140723T000000,98059,47.5044,-122.148,2.0,1.0,,17389.0,1.0,0.0,0.0,4.0,5.0,,0.0,,0.0,,14419.0,259000.0
813,20141017T000000,98052,47.6834,-122.097,3.0,,1000.0,4171.0,1.0,0.0,0.0,3.0,7.0,1000.0,0.0,,,1090.0,3479.0,352500.0
612,20141219T000000,98030,47.3732,-122.217,4.0,1.75,1480.0,9523.0,1.0,0.0,0.0,,7.0,,360.0,,0.0,,8300.0,239900.0
1241,20141210T000000,98166,47.415,-122.337,3.0,2.0,,14400.0,,0.0,,4.0,8.0,1770.0,0.0,1959.0,0.0,1900.0,14400.0,381000.0
113,20141001T000000,98075,47.5862,-121.97,,,4460.0,16271.0,2.0,0.0,2.0,3.0,11.0,4460.0,0.0,2001.0,0.0,4540.0,,1059000.0
459,20141209T000000,98188,47.4331,-122.291,3.0,,1650.0,,1.0,0.0,0.0,,7.0,1650.0,0.0,1959.0,0.0,1400.0,8800.0,220000.0
192,20141223T000000,98028,47.7688,-122.238,,2.5,,10031.0,2.0,,0.0,3.0,8.0,,0.0,1993.0,0.0,,5845.0,383000.0
641,20150227T000000,98027,47.5341,-122.069,3.0,2.25,,1512.0,2.0,0.0,0.0,3.0,,1300.0,145.0,,0.0,1445.0,1082.0,415000.0
403,20150428T000000,98001,47.341,-122.265,3.0,,2120.0,22482.0,1.0,,0.0,5.0,7.0,1360.0,760.0,1979.0,0.0,2330.0,16016.0,329500.0
412,20140616T000000,98118,47.5162,-122.261,3.0,1.0,1100.0,8536.0,1.0,0.0,,4.0,7.0,1100.0,0.0,1957.0,0.0,1570.0,8040.0,277000.0
697,20150513T000000,98092,47.3411,-122.197,3.0,2.75,3370.0,13929.0,2.0,0.0,0.0,3.0,9.0,2650.0,720.0,,,2150.0,14048.0,425000.0
418,20140911T000000,98075,47.5896,-122.009,3.0,2.25,2120.0,40518.0,1.0,0.0,0.0,3.0,8.0,2120.0,0.0,1967.0,0.0,2480.0,,530000.0
1510,20140708T000000,98146,47.5015,-122.349,3.0,1.0,1070.0,,1.0,0.0,0.0,3.0,6.0,1070.0,0.0,1949.0,,1050.0,8177.0,210000.0
354,20141231T000000,98011,47.7408,-122.216,3.0,2.5,2570.0,9487.0,,0.0,3.0,3.0,,2570.0,0.0,1989.0,0.0,2490.0,9898.0,605000.0
1585,20140915T000000,98042,47.361,-122.116,4.0,2.0,,14120.0,1.0,0.0,,3.0,7.0,1200.0,1020.0,,0.0,1300.0,9709.0,225000.0
460,20140728T000000,98188,47.4322,-122.291,3.0,2.0,2420.0,8800.0,1.0,0.0,0.0,4.0,7.0,1420.0,1000.0,1959.0,0.0,1546.0,8666.0,298500.0
869,20140923T000000,98133,47.7466,-122.34,4.0,1.75,2240.0,7500.0,,0.0,,4.0,7.0,,1120.0,,0.0,1440.0,7500.0,344950.0
51,20140618T000000,98136,47.5312,-122.392,2.0,1.0,1100.0,4200.0,1.0,0.0,0.0,3.0,,1100.0,0.0,1954.0,0.0,1240.0,4000.0,343566.0
539,20150115T000000,98168,47.4889,-122.299,2.0,1.0,850.0,16400.0,1.0,0.0,0.0,3.0,6.0,850.0,0.0,1923.0,0.0,1100.0,14459.0,280000.0
1591,20141103T000000,98014,47.72,-121.402,2.0,2.0,2100.0,58488.0,2.0,0.0,0.0,3.0,9.0,2100.0,0.0,,0.0,,,370000.0
1050,20140620T000000,98107,47.6722,-122.391,,2.25,1750.0,1879.0,,0.0,0.0,3.0,8.0,1750.0,,2001.0,,1750.0,3155.0,525000.0
512,20140701T000000,98074,47.6039,-122.059,,,3840.0,8279.0,2.0,0.0,0.0,3.0,,3840.0,0.0,2001.0,0.0,3570.0,8279.0,875000.0
809,20140531T000000,98052,47.691,-122.095,3.0,2.5,2460.0,12028.0,,0.0,0.0,,,2460.0,0.0,,0.0,2540.0,12229.0,693000.0
950,20141215T000000,98053,47.6789,-122.048,3.0,2.5,2410.0,46609.0,2.0,0.0,,3.0,9.0,,0.0,1989.0,0.0,3370.0,40072.0,715000.0
14,20140605T000000,98122,47.6018,-122.297,3.0,2.25,1530.0,1245.0,2.0,0.0,0.0,,9.0,1050.0,480.0,2014.0,0.0,,2307.0,465000.0
1228,20150203T000000,98144,47.5768,-122.307,3.0,1.75,,4000.0,1.0,,2.0,4.0,7.0,730.0,730.0,1929.0,,1360.0,4000.0,527200.0
595,20150106T000000,98199,47.6466,-122.389,4.0,3.0,2400.0,7680.0,1.0,0.0,0.0,,7.0,1200.0,1200.0,1956.0,0.0,2670.0,,608000.0
518,20140804T000000,98038,47.3706,-122.017,3.0,2.5,2060.0,4742.0,2.0,0.0,0.0,3.0,8.0,2060.0,0.0,2014.0,,2370.0,,324747.0
105,20140923T000000,98103,47.6858,-122.352,2.0,1.0,980.0,3350.0,1.0,,0.0,,7.0,980.0,0.0,1925.0,0.0,1260.0,4000.0,393000.0
256,20150326T000000,98177,47.7717,-122.376,4.0,2.25,,7200.0,1.0,0.0,0.0,3.0,7.0,1230.0,570.0,1979.0,0.0,2260.0,7498.0,475000.0
233,20140909T000000,98126,47.5137,-122.37,3.0,1.75,1570.0,6975.0,1.0,,0.0,3.0,,1040.0,,1979.0,0.0,1280.0,,359950.0
1207,20141001T000000,98117,47.6995,-122.383,3.0,1.75,1750.0,,1.0,0.0,1.0,4.0,8.0,1750.0,0.0,1956.0,0.0,2060.0,5200.0,660000.0
930,20150213T000000,98075,47.5952,-122.056,4.0,,2460.0,45738.0,1.0,0.0,,4.0,8.0,1650.0,810.0,1969.0,0.0,2550.0,,607500.0
941,20141013T000000,98056,47.4983,-122.172,3.0,1.0,960.0,5700.0,1.0,,0.0,,5.0,960.0,0.0,1956.0,0.0,960.0,,208950.0
905,20150512T000000,98038,47.4253,-122.043,4.0,,2380.0,128937.0,,0.0,0.0,4.0,7.0,2380.0,0.0,1960.0,0.0,1030.0,114998.0,276500.0
350,20150506T000000,98011,47.7371,-122.215,3.0,2.5,1960.0,9535.0,2.0,,0.0,3.0,,1960.0,0.0,1989.0,0.0,2520.0,9206.0,575000.0
952,20141027T000000,98053,47.6876,-122.049,,2.25,2090.0,45738.0,2.0,0.0,0.0,3.0,8.0,2090.0,0.0,1987.0,0.0,3420.0,45738.0,600000.0
260,20140604T000000,98028,47.7655,-122.244,3.0,1.75,,,1.0,0.0,0.0,3.0,7.0,1530.0,0.0,1986.0,0.0,2100.0,12593.0,400000.0
216,20140930T000000,98107,47.6733,-122.37,2.0,1.0,910.0,5000.0,,0.0,0.0,3.0,7.0,910.0,,1924.0,0.0,,5000.0,520000.0
848,20141215T000000,98178,47.5068,-122.259,3.0,1.5,1320.0,7980.0,1.0,0.0,,,7.0,1320.0,0.0,,0.0,2000.0,7700.0,255000.0
567,20150223T000000,98008,47.6285,-122.117,,1.5,,8004.0,1.0,0.0,0.0,3.0,7.0,1250.0,0.0,1965.0,,1450.0,7931.0,455000.0
715,20140923T000000,98042,47.3632,-122.061,5.0,3.25,3990.0,13087.0,2.0,0.0,0.0,3.0,9.0,2400.0,1590.0,1991.0,0.0,2580.0,13633.0,649000.0
1232,20140602T000000,98108,47.5586,-122.311,,1.5,2030.0,8880.0,1.0,0.0,0.0,3.0,7.0,,700.0,1963.0,0.0,2140.0,5592.0,404000.0
1060,20150309T000000,98133,47.7775,-122.336,3.0,1.0,1480.0,,1.0,0.0,0.0,3.0,6.0,760.0,,1954.0,0.0,1480.0,8934.0,270000.0
548,20150223T000000,98008,47.6325,-122.121,3.0,1.75,1250.0,9605.0,1.0,0.0,0.0,3.0,,1250.0,0.0,1964.0,,1570.0,9605.0,458500.0
1535,20140721T000000,98133,47.7512,-122.34,2.0,,820.0,6366.0,,0.0,0.0,5.0,6.0,820.0,,1952.0,0.0,1580.0,10169.0,294000.0
326,20150413T000000,98040,47.5627,-122.221,2.0,1.0,1050.0,,1.0,,,,7.0,1050.0,0.0,1959.0,0.0,2400.0,9525.0,630000.0
1031,20141111T000000,98107,47.6681,-122.362,,1.5,1400.0,5000.0,1.0,0.0,0.0,4.0,7.0,1150.0,250.0,1904.0,0.0,1530.0,4200.0,515000.0
121,20150203T000000,98075,47.5825,-121.97,5.0,2.75,3490.0,8230.0,2.0,0.0,0.0,3.0,10.0,3490.0,0.0,2005.0,0.0,3480.0,7331.0,759000.0
250,20140904T000000,98177,47.777,-122.362,3.0,2.0,1520.0,5040.0,2.0,0.0,0.0,3.0,,1520.0,,,2006.0,,8710.0,434900.0
114,20141210T000000,98075,47.5871,-121.969,4.0,,4140.0,14757.0,,0.0,2.0,3.0,11.0,4140.0,0.0,,0.0,4440.0,15523.0,1060000.0
189,20141022T000000,98028,47.7642,-122.234,2.0,,960.0,112384.0,1.0,0.0,,3.0,,960.0,0.0,,0.0,1210.0,24875.0,420000.0
535,20141229T000000,98168,47.4938,-122.298,3.0,1.0,2120.0,31564.0,1.0,0.0,0.0,3.0,7.0,1220.0,900.0,,,,11571.0,200000.0
181,20150114T000000,98028,47.7721,-122.241,5.0,3.5,,8193.0,,0.0,0.0,3.0,9.0,2450.0,,2005.0,0.0,2310.0,8193.0,559950.0
594,20140825T000000,98199,47.646,-122.39,4.0,1.5,3120.0,7680.0,1.0,0.0,3.0,3.0,8.0,,1460.0,1956.0,0.0,2900.0,7680.0,976000.0
844,20150421T000000,98133,47.7565,-122.339,3.0,1.0,1040.0,7541.0,1.0,0.0,0.0,3.0,,1040.0,0.0,1951.0,0.0,1140.0,6100.0,325000.0
1173,20140919T000000,98117,47.6876,-122.38,3.0,1.0,1800.0,4005.0,1.5,0.0,0.0,4.0,7.0,1160.0,,1929.0,0.0,,4005.0,556000.0
1112,20150322T000000,98038,47.4166,-121.94,3.0,2.0,2400.0,217800.0,2.0,0.0,0.0,3.0,8.0,1590.0,810.0,1975.0,0.0,2340.0,207781.0,608000.0
942,20141230T000000,98056,47.498,-122.17,,1.0,870.0,5700.0,1.0,0.0,0.0,4.0,6.0,870.0,0.0,,0.0,1020.0,5700.0,150000.0
1366,20150429T000000,98027,47.5524,-122.078,,,4640.0,9827.0,2.0,0.0,2.0,3.0,,,1430.0,2007.0,0.0,3810.0,8207.0,1348000.0
628,20140509T000000,98027,47.5348,-122.072,3.0,2.25,1445.0,1606.0,2.0,0.0,0.0,3.0,7.0,1300.0,145.0,2003.0,0.0,1410.0,1286.0,387000.0
1255,20140603T000000,98042,47.3391,-122.093,3.0,2.5,1720.0,99916.0,2.0,0.0,0.0,4.0,7.0,1720.0,0.0,1990.0,0.0,1340.0,73180.0,365000.0
901,20141106T000000,98056,47.4964,-122.168,3.0,1.0,1580.0,5250.0,1.0,0.0,0.0,5.0,7.0,,0.0,1954.0,0.0,1180.0,,299950.0
1460,20150501T000000,98038,47.3814,-122.024,4.0,,2170.0,9743.0,2.0,0.0,0.0,,7.0,,0.0,1995.0,0.0,,7734.0,366000.0
977,20150323T000000,98115,47.6909,-122.301,4.0,2.25,1950.0,6000.0,1.0,0.0,,3.0,,1350.0,600.0,1961.0,0.0,1980.0,6000.0,564500.0
75,20141205T000000,98059,47.5142,-122.163,4.0,1.5,1780.0,7914.0,1.5,0.0,,4.0,7.0,1780.0,,1962.0,,1350.0,8069.0,372000.0
501,20150324T000000,98146,47.5132,-122.387,3.0,2.5,,5279.0,2.0,0.0,,3.0,8.0,,0.0,2006.0,0.0,1610.0,5297.0,540000.0
522,20150423T000000,98038,47.37,-122.019,3.0,2.5,,5321.0,2.0,0.0,0.0,3.0,8.0,2370.0,,2014.0,,2370.0,4357.0,398096.0
1411,20141229T000000,98004,47.6078,-122.202,3.0,3.0,1950.0,1983.0,3.0,0.0,,3.0,9.0,1610.0,340.0,2009.0,0.0,,,785000.0
691,20150129T000000,98001,47.3251,-122.268,,1.0,970.0,14850.0,1.0,0.0,0.0,3.0,,970.0,0.0,1968.0,0.0,1410.0,14850.0,184000.0
67,20150305T000000,98188,47.4689,-122.277,,1.0,1450.0,9150.0,1.0,0.0,0.0,4.0,7.0,1450.0,0.0,,0.0,1440.0,10636.0,355000.0
1027,20140624T000000,98117,47.6838,-122.4,3.0,,2540.0,4750.0,1.5,0.0,0.0,,9.0,1840.0,700.0,1930.0,0.0,2190.0,4750.0,845000.0
683,20140805T000000,98002,47.3452,-122.21,4.0,2.75,2475.0,4000.0,2.0,0.0,0.0,3.0,,2475.0,0.0,2014.0,0.0,2166.0,4000.0,319900.0
1532,20150330T000000,98053,47.6723,-122.082,3.0,2.25,2180.0,60112.0,,0.0,0.0,3.0,8.0,2180.0,0.0,1976.0,0.0,2060.0,120225.0,650000.0
1284,20150407T000000,98075,47.6003,-122.076,4.0,3.5,5370.0,323215.0,,0.0,0.0,3.0,10.0,5370.0,0.0,2002.0,0.0,3780.0,9891.0,1565000.0
601,20150402T000000,98199,47.6418,-122.392,,3.75,4450.0,7680.0,2.0,0.0,0.0,3.0,9.0,3460.0,990.0,2010.0,0.0,2550.0,,1300000.0
1552,20150422T000000,98030,47.3594,-122.201,4.0,2.25,1964.0,3541.0,2.0,0.0,,3.0,9.0,1964.0,0.0,2013.0,,1757.0,,342000.0
457,20141215T000000,98188,47.4325,-122.291,4.0,1.0,1440.0,8250.0,1.0,0.0,0.0,3.0,7.0,,0.0,1959.0,0.0,,8466.0,220000.0
404,20140917T000000,98070,47.4285,-122.511,,0.75,1060.0,48292.0,1.0,,2.0,5.0,6.0,560.0,500.0,1947.0,,750.0,80201.0,340000.0
1416,20150212T000000,98004,47.6317,-122.205,4.0,1.75,2520.0,8442.0,1.0,0.0,0.0,4.0,7.0,1640.0,880.0,1953.0,0.0,2110.0,8442.0,770000.0
909,20141223T000000,98059,47.5094,-122.165,5.0,,1880.0,48787.0,2.0,0.0,0.0,3.0,,1880.0,,1922.0,,1690.0,8401.0,515000.0
410,20140624T000000,98146,47.5105,-122.387,2.0,1.0,,5220.0,,0.0,0.0,4.0,6.0,900.0,,1956.0,0.0,1480.0,6660.0,329950.0
866,20140514T000000,98155,47.7515,-122.316,2.0,1.0,700.0,6000.0,1.0,0.0,,4.0,,700.0,0.0,1949.0,,920.0,6000.0,267800.0
157,20140520T000000,98023,47.3078,-122.358,4.0,2.5,1990.0,6671.0,2.0,0.0,0.0,3.0,7.0,1990.0,0.0,1989.0,0.0,1862.0,6566.0,260000.0
738,20150203T000000,98042,47.4212,-122.144,3.0,2.5,2650.0,144183.0,1.0,0.0,0.0,3.0,,2650.0,0.0,,,,41210.0,425000.0
176,20141029T000000,98023,47.2958,-122.368,3.0,2.0,2330.0,,1.0,0.0,0.0,3.0,7.0,,940.0,1986.0,0.0,1570.0,7227.0,270000.0
1403,20141017T000000,98004,47.6071,-122.197,3.0,,1390.0,,1.0,,0.0,4.0,7.0,1390.0,0.0,1951.0,0.0,2290.0,9112.0,745000.0
577,20141031T000000,98103,47.6994,-122.349,3.0,2.5,2160.0,8809.0,,0.0,0.0,3.0,9.0,,620.0,2014.0,0.0,930.0,5420.0,730000.0
1086,20140616T000000,98056,47.5299,-122.203,3.0,2.75,2670.0,3738.0,1.0,,0.0,3.0,10.0,1720.0,950.0,2013.0,,2610.0,3734.0,798800.0
76,20140811T000000,98042,47.3684,-122.073,4.0,,3000.0,,2.0,0.0,0.0,3.0,,3000.0,0.0,2003.0,0.0,,8366.0,398950.0
171,20150316T000000,98155,47.7755,-122.299,3.0,1.75,1460.0,,1.0,0.0,0.0,3.0,7.0,1460.0,,1965.0,,2200.0,9293.0,305000.0
1107,20150326T000000,98031,47.4204,-122.201,4.0,2.5,2155.0,8140.0,2.0,0.0,0.0,3.0,8.0,2155.0,0.0,1996.0,0.0,2155.0,7245.0,358800.0
542,20140721T000000,98177,47.759,-122.371,3.0,2.5,,15020.0,1.0,0.0,2.0,,9.0,1600.0,450.0,1960.0,0.0,,15050.0,760000.0
1320,20141117T000000,98011,47.7744,-122.224,3.0,2.5,,,2.0,0.0,0.0,,9.0,2830.0,,2010.0,,2830.0,,614000.0
1441,20141215T000000,98052,47.6651,-122.15,5.0,2.25,2460.0,8710.0,,0.0,0.0,4.0,8.0,1330.0,1130.0,1976.0,0.0,,8870.0,599000.0
1150,20140506T000000,98117,47.7001,-122.362,,1.0,720.0,6687.0,,0.0,0.0,3.0,,720.0,0.0,1942.0,0.0,840.0,6687.0,329350.0
517,20140827T000000,98038,47.3696,-122.018,3.0,2.5,2370.0,4200.0,2.0,0.0,0.0,3.0,,,0.0,2014.0,0.0,2370.0,4200.0,387865.0
1254,20150323T000000,98042,47.333,-122.098,,3.5,2700.0,443440.0,1.5,0.0,0.0,3.0,8.0,2700.0,0.0,1948.0,1997.0,3210.0,298182.0,569950.0
1491,20150318T000000,98031,47.407,-122.216,6.0,4.5,4520.0,40164.0,2.0,0.0,0.0,3.0,9.0,3580.0,940.0,1953.0,,2870.0,13068.0,550000.0
610,20141202T000000,98144,47.5877,-122.298,2.0,,900.0,2728.0,,0.0,0.0,3.0,,900.0,0.0,1998.0,0.0,900.0,2728.0,290000.0
487,20140826T000000,98004,47.6364,-122.214,4.0,4.0,4810.0,18851.0,2.0,0.0,,3.0,11.0,4810.0,0.0,,,3970.0,19929.0,3204000.0
1296,20140515T000000,98077,47.7214,-122.056,4.0,3.25,3740.0,12080.0,1.0,0.0,0.0,3.0,10.0,2000.0,1740.0,1988.0,,4210.0,,1085000.0
1285,20150121T000000,98075,47.596,-122.08,,1.75,2570.0,39634.0,,0.0,0.0,3.0,8.0,,0.0,1984.0,0.0,,39634.0,621500.0
1381,20140523T000000,98006,47.5679,-122.178,3.0,2.75,1800.0,9550.0,1.0,0.0,0.0,4.0,7.0,1320.0,480.0,1966.0,0.0,1890.0,9902.0,665000.0
1238,20140723T000000,98118,47.5233,-122.284,2.0,1.0,1430.0,4000.0,1.0,0.0,0.0,3.0,7.0,930.0,500.0,1949.0,0.0,1110.0,4000.0,230000.0
300,20150421T000000,98133,47.7273,-122.351,4.0,1.5,1810.0,6583.0,1.0,0.0,0.0,3.0,7.0,1500.0,,1968.0,0.0,860.0,8670.0,799000.0
254,20140710T000000,98177,47.7708,-122.362,,,,11745.0,,0.0,0.0,3.0,8.0,1790.0,900.0,1960.0,0.0,2670.0,,469000.0
440,20140612T000000,98177,47.7751,-122.38,5.0,2.0,,7642.0,1.5,,0.0,3.0,7.0,1940.0,0.0,1957.0,0.0,1940.0,,465250.0
1221,20150403T000000,98030,47.3718,-122.168,3.0,2.5,2430.0,5715.0,2.0,0.0,0.0,,7.0,2430.0,0.0,1999.0,0.0,3040.0,,342000.0
822,20140729T000000,98056,47.5123,-122.19,2.0,1.0,1010.0,7338.0,,0.0,,4.0,7.0,1010.0,0.0,1981.0,0.0,1220.0,7719.0,315000.0
916,20140707T000000,98056,47.4977,-122.175,,1.0,1390.0,6000.0,1.0,0.0,0.0,3.0,5.0,1390.0,0.0,1954.0,0.0,1170.0,,230000.0
308,20141105T000000,98178,47.4925,-122.278,3.0,1.5,1010.0,5000.0,1.0,0.0,0.0,3.0,6.0,1010.0,0.0,1943.0,0.0,980.0,5000.0,194000.0
1572,20140911T000000,98011,47.7336,-122.21,5.0,,4450.0,,,0.0,0.0,3.0,9.0,3650.0,800.0,2014.0,,4000.0,9750.0,845950.0
1041,20140625T000000,98107,47.6652,-122.362,,1.5,1840.0,5000.0,1.5,0.0,,5.0,7.0,1340.0,,1915.0,0.0,1840.0,5000.0,750000.0
1436,20141104T000000,98008,47.6384,-122.116,4.0,,1650.0,7200.0,1.0,,0.0,3.0,,1650.0,0.0,1967.0,0.0,2180.0,7950.0,550000.0
1262,20150218T000000,98166,47.4169,-122.348,3.0,2.5,5403.0,24069.0,2.0,1.0,,4.0,12.0,5403.0,0.0,1976.0,0.0,3980.0,104374.0,2125000.0
772,20140708T000000,98116,47.5711,-122.386,3.0,1.0,1320.0,5000.0,,0.0,0.0,3.0,7.0,1320.0,0.0,1912.0,0.0,,4179.0,201500.0
882,20141015T000000,98056,47.492,-122.171,2.0,1.0,860.0,5400.0,1.0,0.0,0.0,4.0,5.0,860.0,0.0,1953.0,0.0,960.0,,187000.0
286,20140528T000000,98116,47.5744,-122.406,4.0,3.25,4700.0,,1.0,0.0,,3.0,11.0,2520.0,2180.0,,0.0,2240.0,8700.0,1400000.0
622,20140625T000000,98146,47.5035,-122.384,4.0,1.5,1880.0,6200.0,,0.0,2.0,5.0,8.0,,440.0,1954.0,0.0,2070.0,6500.0,680000.0
814,20140721T000000,98052,47.6829,-122.097,3.0,2.0,1640.0,3440.0,2.0,0.0,0.0,3.0,,,0.0,1987.0,0.0,1070.0,3549.0,408000.0
979,20141117T000000,98115,47.686,-122.297,4.0,2.75,,6900.0,1.0,0.0,0.0,3.0,8.0,1480.0,1080.0,1959.0,0.0,2600.0,,740000.0
821,20140909T000000,98122,47.6078,-122.291,2.0,1.0,1080.0,3600.0,1.0,,0.0,3.0,,,0.0,1922.0,0.0,2230.0,4500.0,429000.0
1577,20140626T000000,98125,47.7091,-122.292,2.0,1.0,,,1.0,0.0,0.0,3.0,6.0,930.0,0.0,1924.0,0.0,1250.0,7740.0,290000.0
506,20140723T000000,98072,47.7477,-122.171,3.0,2.25,1790.0,5794.0,,0.0,0.0,3.0,7.0,,410.0,,0.0,,7769.0,410000.0
44,20140505T000000,98052,47.6912,-122.115,3.0,2.25,2010.0,6000.0,1.0,,0.0,3.0,8.0,1330.0,680.0,,0.0,2080.0,,570000.0
856,20141020T000000,98178,47.4966,-122.255,,1.0,960.0,7500.0,,0.0,0.0,3.0,6.0,960.0,0.0,1953.0,,1250.0,6000.0,200000.0
1236,20150416T000000,98118,47.5226,-122.284,,,1180.0,4000.0,1.0,,,3.0,7.0,1040.0,,1929.0,0.0,1430.0,4000.0,338900.0
1097,20140729T000000,98198,47.4232,-122.324,5.0,,2340.0,9148.0,2.0,0.0,0.0,3.0,7.0,2340.0,0.0,1957.0,0.0,1390.0,10019.0,210000.0
1409,20150326T000000,98038,47.3785,-122.023,4.0,2.5,3100.0,4699.0,2.0,,0.0,,,3100.0,0.0,2010.0,0.0,,5130.0,435000.0
958,20140703T000000,98056,47.4974,-122.169,3.0,1.0,1020.0,8610.0,,0.0,0.0,5.0,7.0,,0.0,1959.0,0.0,1070.0,5940.0,265000.0
1446,20140610T000000,98004,47.6336,-122.192,5.0,2.5,2550.0,20875.0,1.0,0.0,,4.0,,,940.0,1953.0,0.0,2510.0,21673.0,895000.0
1425,20140623T000000,98008,47.626,-122.12,,2.5,3220.0,7875.0,1.5,,0.0,4.0,8.0,,0.0,1966.0,,1600.0,7875.0,590000.0
984,20150417T000000,98115,47.6899,-122.283,,1.75,1840.0,,2.0,0.0,0.0,3.0,7.0,1270.0,,1948.0,0.0,1480.0,5664.0,625000.0
